# T (K)      fittedC_V_V (J K^-1 mol^-1)
# V= 131.930000 (a.u.^3)
 4900.0      49.8143713428864
 5000.0      49.7983464657816
 5100.0      49.8002223743590
 5200.0      49.8100985440663
 5300.0      49.8084928336894
 5400.0      49.8078095806129
 5500.0      49.8003824349047
 5600.0      49.8073009882821
 5700.0      49.8291060548512
 5800.0      49.7854982024460
 5900.0      49.8212752202392
 6000.0      49.8291677078334
# V= 119.404682 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.6641125436154
  200.0      36.3483154038554
  300.0      40.4004436676824
  400.0      44.7036896170522
  500.0      46.0499216400759
  600.0      47.2023885137955
  700.0      47.8233091434978
  800.0      48.2829773682049
  900.0      48.5957945005922
 1000.0      48.8261738326492
 1100.0      49.0029488011115
 1200.0      49.1342101244795
 1300.0      49.2393051705360
 1400.0      49.3236884737184
 1500.0      49.3918147130042
 1600.0      49.4474735318872
 1700.0      49.4934610957289
 1800.0      49.5303573430395
 1900.0      49.5675590157067
 2000.0      49.5895953044139
 2100.0      49.6183797814102
 2200.0      49.6388199747371
 2300.0      49.6539582488931
 2400.0      49.6761424197408
 2500.0      49.6809893052330
 2600.0      49.7018358173511
 2700.0      49.7089220171366
 2800.0      49.7157736590198
 2900.0      49.7343133714933
 3000.0      49.7310162236056
 3100.0      49.7438951341420
 3200.0      49.7417670848492
 3300.0      49.7637575385739
 3400.0      49.7606267282001
 3500.0      49.7560918650766
 3600.0      49.7887238703791
 3700.0      49.7489957956129
 3800.0      49.7974419226098
 3900.0      49.7689212020212
 4000.0      49.7839892667567
 4100.0      49.7895207472131
 4200.0      49.7924159768687
 4300.0      49.7723558868082
 4400.0      49.8126252712913
 4500.0      49.7796085785422
 4600.0      49.8045788640634
 4700.0      49.8103448464513
 4800.0      49.7820434099765
 4900.0      49.8142421908571
 5000.0      49.7983733811368
 5100.0      49.8002303181498
 5200.0      49.8100911278074
 5300.0      49.8084528849503
 5400.0      49.8078499218211
 5500.0      49.8004651793910
 5600.0      49.8073587749792
