# P (GPa)             Gibbs free energy (Ry.)
# T= 0.000000 K
   34.0      -0.6028417877496
   35.0      -0.5930356159869
   36.0      -0.5832628189465
   37.0      -0.5735228425745
   38.0      -0.5638151478210
   39.0      -0.5541392132187
   40.0      -0.5444945306724
# T= 1600.000000 K
    0.0      -0.9702276164691
    1.0      -0.9587322998218
    2.0      -0.9473098802642
    3.0      -0.9359581262025
    4.0      -0.9246749258911
    5.0      -0.9134582787276
    6.0      -0.9023062865481
    7.0      -0.8912171462811
    8.0      -0.8801891432995
    9.0      -0.8692206453512
   10.0      -0.8583100969278
   11.0      -0.8474560141150
   12.0      -0.8366569799428
   13.0      -0.8259116401174
   14.0      -0.8152186990987
   15.0      -0.8045769164890
   16.0      -0.7939851037040
   17.0      -0.7834421208952
   18.0      -0.7729468740999
   19.0      -0.7624983126561
   20.0      -0.7520954268235
   21.0      -0.7417372454911
   22.0      -0.7314228340433
   23.0      -0.7211512923440
   24.0      -0.7109217528359
   25.0      -0.7007333791905
   26.0      -0.6905853648232
   27.0      -0.6804769309488
   28.0      -0.6704073249897
   29.0      -0.6603758200127
   30.0      -0.6503817136518
   31.0      -0.6404243258683
   32.0      -0.6305029982969
   33.0      -0.6206170945511
   34.0      -0.6107659973630
   35.0      -0.6009491081959
   36.0      -0.5911658480807
   37.0      -0.5814156540709
   38.0      -0.5716979804744
   39.0      -0.5620122982250
   40.0      -0.5523580918917
# T= 1700.000000 K
    0.0      -0.9790100743319
    1.0      -0.9674851620227
    2.0      -0.9560342408070
    3.0      -0.9446550179196
    4.0      -0.9333453253524
    5.0      -0.9221031098893
    6.0      -0.9109264249353
    7.0      -0.8998134227561
    8.0      -0.8887623471382
    9.0      -0.8777715270359
   10.0      -0.8668393707705
   11.0      -0.8559643607124
   12.0      -0.8451450484072
   13.0      -0.8343800501066
   14.0      -0.8236680426700
   15.0      -0.8130077598031
   16.0      -0.8023979885994
   17.0      -0.7918375663564
   18.0      -0.7813253776362
   19.0      -0.7708603515439
   20.0      -0.7604414591969
   21.0      -0.7500677113617
   22.0      -0.7397381562341
   23.0      -0.7294518774063
   24.0      -0.7192079922987
   25.0      -0.7090056502713
   26.0      -0.6988440307627
   27.0      -0.6887223416022
   28.0      -0.6786398180693
   29.0      -0.6685957218453
   30.0      -0.6585893388807
   31.0      -0.6486199781377
   32.0      -0.6386869719153
   33.0      -0.6287896737007
   34.0      -0.6189274564523
   35.0      -0.6090997137794
   36.0      -0.5993058576460
   37.0      -0.5895453167927
   38.0      -0.5798175386961
   39.0      -0.5701219858158
   40.0      -0.5604581364980
# T= 1800.000000 K
    0.0      -0.9880259942721
    1.0      -0.9764709275843
    2.0      -0.9649909786449
    3.0      -0.9535837907141
    4.0      -0.9422471365034
    5.0      -0.9309789088182
    6.0      -0.9197771108382
    7.0      -0.9086398480102
    8.0      -0.8975653208330
    9.0      -0.8865518181808
   10.0      -0.8755977110160
   11.0      -0.8647014468359
   12.0      -0.8538615446065
   13.0      -0.8430765901144
   14.0      -0.8323452317019
   15.0      -0.8216661763486
   16.0      -0.8110381860687
   17.0      -0.8004600745919
   18.0      -0.7899307042993
   19.0      -0.7794489833847
   20.0      -0.7690138632178
   21.0      -0.7586243358897
   22.0      -0.7482794320791
   23.0      -0.7379782190163
   24.0      -0.7277197984140
   25.0      -0.7175033045647
   26.0      -0.7073279025332
   27.0      -0.6971927869668
   28.0      -0.6870971808204
   29.0      -0.6770403333396
   30.0      -0.6670215185632
   31.0      -0.6570400351694
   32.0      -0.6470952050225
   33.0      -0.6371863709907
   34.0      -0.6273128971377
   35.0      -0.6174741681806
   36.0      -0.6076695866012
   37.0      -0.5978985738034
   38.0      -0.5881605690354
   39.0      -0.5784550266875
   40.0      -0.5687814189290
# T= 1900.000000 K
    0.0      -0.9972635738782
    1.0      -0.9856777830389
    2.0      -0.9741682701303
    3.0      -0.9627326115449
    4.0      -0.9513685190950
    5.0      -0.9400738285742
    6.0      -0.9288464908292
    7.0      -0.9176845631811
    8.0      -0.9065862012979
    9.0      -0.8955496522495
   10.0      -0.8845732481641
   11.0      -0.8736554004247
   12.0      -0.8627945943334
   13.0      -0.8519893842065
   14.0      -0.8412383889289
   15.0      -0.8305402878772
   16.0      -0.8198938171673
   17.0      -0.8092977661974
   18.0      -0.7987509744547
   19.0      -0.7882523285760
   20.0      -0.7778007596761
   21.0      -0.7673952408287
   22.0      -0.7570347847174
   23.0      -0.7467184414359
   24.0      -0.7364452964101
   25.0      -0.7262144684581
   26.0      -0.7160251084058
   27.0      -0.7058763974407
   28.0      -0.6957675451975
   29.0      -0.6856977881462
   30.0      -0.6756663889594
   31.0      -0.6656726353769
   32.0      -0.6557158380016
   33.0      -0.6457953295201
   34.0      -0.6359104650250
   35.0      -0.6260606192429
   36.0      -0.6162451858540
   37.0      -0.6064635785261
   38.0      -0.5967152274472
   39.0      -0.5869995800267
   40.0      -0.5773161009568
# T= 2000.000000 K
    0.0      -1.0067122559113
    1.0      -0.9950951578314
    2.0      -0.9835555328428
    3.0      -0.9720908881238
    4.0      -0.9606988709463
    5.0      -0.9493772585885
    6.0      -0.9381239475711
    7.0      -0.9269369445927
    8.0      -0.9158143587393
    9.0      -0.9047543939927
   10.0      -0.8937553423390
   11.0      -0.8828155777227
   12.0      -0.8719335505136
   13.0      -0.8611077824337
   14.0      -0.8503368619073
   15.0      -0.8396194397966
   16.0      -0.8289542254881
   17.0      -0.8183399832971
   18.0      -0.8077755291587
   19.0      -0.7972597275754
   20.0      -0.7867914887937
   21.0      -0.7763697661819
   22.0      -0.7659935537853
   23.0      -0.7556618840334
   24.0      -0.7453738256836
   25.0      -0.7351284821416
   26.0      -0.7249249894660
   27.0      -0.7147625145154
   28.0      -0.7046402532274
   29.0      -0.6945574296399
   30.0      -0.6845132947219
   31.0      -0.6745071242781
   32.0      -0.6645382176464
   33.0      -0.6546058979278
   34.0      -0.6447095099255
   35.0      -0.6348484183305
   36.0      -0.6250220087552
   37.0      -0.6152296857377
   38.0      -0.6054708708106
   39.0      -0.5957450045060
   40.0      -0.5860515429456
# T= 2100.000000 K
    0.0      -1.0163625463196
    1.0      -1.0047135428519
    2.0      -0.9931432446801
    3.0      -0.9816490857236
    4.0      -0.9702286471485
    5.0      -0.9588796444431
    6.0      -0.9475999173976
    7.0      -0.9363874207701
    8.0      -0.9252402152021
    9.0      -0.9141564595971
   10.0      -0.9031344042193
   11.0      -0.8921723843213
   12.0      -0.8812688141906
   13.0      -0.8704221818540
   14.0      -0.8596310442424
   15.0      -0.8488940227520
   16.0      -0.8382097991695
   17.0      -0.8275771119257
   18.0      -0.8169947526464
   19.0      -0.8064615629703
   20.0      -0.7959764316041
   21.0      -0.7855382915897
   22.0      -0.7751461177859
   23.0      -0.7647989246659
   24.0      -0.7544957641226
   25.0      -0.7442357233822
   26.0      -0.7340179230503
   27.0      -0.7238415152662
   28.0      -0.7137056824856
   29.0      -0.7036096360504
   30.0      -0.6935526142051
   31.0      -0.6835338805803
   32.0      -0.6735527239461
   33.0      -0.6636084567585
   34.0      -0.6537004129866
   35.0      -0.6438279481226
   36.0      -0.6339904388010
   37.0      -0.6241872798717
   38.0      -0.6144178852348
   39.0      -0.6046816872272
   40.0      -0.5949781335701
# T= 2200.000000 K
    0.0      -1.0262058708687
    1.0      -1.0145243480563
    2.0      -1.0029228004335
    3.0      -0.9913985866503
    4.0      -0.9799492176555
    5.0      -0.9685723452146
    6.0      -0.9572657503529
    7.0      -0.9460273330072
    8.0      -0.9348551035848
    9.0      -0.9237471745942
   10.0      -0.9127017530713
   11.0      -0.9017171339700
   12.0      -0.8907916941106
   13.0      -0.8799238866333
   14.0      -0.8691122359208
   15.0      -0.8583553329353
   16.0      -0.8476518309601
   17.0      -0.8370004416982
   18.0      -0.8263999316795
   19.0      -0.8158491189512
   20.0      -0.8053468700447
   21.0      -0.7948920971672
   22.0      -0.7844837555944
   23.0      -0.7741208412423
   24.0      -0.7638023883937
   25.0      -0.7535274675555
   26.0      -0.7432951834827
   27.0      -0.7331046737408
   28.0      -0.7229551069032
   29.0      -0.7128456806681
   30.0      -0.7027756202204
   31.0      -0.6927441775404
   32.0      -0.6827506301851
   33.0      -0.6727942791253
   34.0      -0.6628744478631
   35.0      -0.6529904827376
   36.0      -0.6431417502411
   37.0      -0.6333276360954
   38.0      -0.6235475463983
   39.0      -0.6138009042939
   40.0      -0.6040871501587
# T= 2300.000000 K
    0.0      -1.0362344535626
    1.0      -1.0245197791166
    2.0      -1.0128863903648
    3.0      -1.0013315660773
    4.0      -0.9898527449169
    5.0      -0.9784475117699
    6.0      -0.9671135859392
    7.0      -0.9558488111898
    8.0      -0.9446511455225
    9.0      -0.9335186527705
   10.0      -0.9224494951345
   11.0      -0.9114419260026
   12.0      -0.9004942834552
   13.0      -0.8896049845002
   14.0      -0.8787725197907
   15.0      -0.8679954487835
   16.0      -0.8572723952995
   17.0      -0.8466020434499
   18.0      -0.8359831338953
   19.0      -0.8254144604042
   20.0      -0.8148948666814
   21.0      -0.8044232434365
   22.0      -0.7939985256644
