# T (K)      C_V_V (J K^-1 mol^-1)
# V = 188.447500 (a.u.^3)
 1500.0      49.2348208514905
 1600.0      49.3059438593370
 1700.0      49.3652730897344
 1800.0      49.4148879863732
 1900.0      49.4572261323337
 2000.0      49.4931983948277
 2100.0      49.5244182253129
 2200.0      49.5514225405284
 2300.0      49.5749259917398
 2400.0      49.5958642130205
 2500.0      49.6139960563282
 2600.0      49.6303847528578
 2700.0      49.6447870054925
 2800.0      49.6579156665291
 2900.0      49.6693656379714
 3000.0      49.6801910886227
 3100.0      49.6895582283374
 3200.0      49.6982886274565
 3300.0      49.7061595188720
 3400.0      49.7133388286700
 3500.0      49.7200270281730
 3600.0      49.7259680920084
 3700.0      49.7318901401230
 3800.0      49.7366343467401
 3900.0      49.7416593854630
 4000.0      49.7459083435327
 4100.0      49.7503857490147
 4200.0      49.7535990595244
 4300.0      49.7577098552032
 4400.0      49.7610020134651
 4500.0      49.7637189110927
 4600.0      49.7668625461967
 4700.0      49.7697099902649
 4800.0      49.7718521421067
 4900.0      49.7748824350303
 5000.0      49.7768905494236
 5100.0      49.7783544118589
 5200.0      49.7818832798199
 5300.0      49.7820267805381
 5400.0      49.7856000280634
 5500.0      49.7857846044742
 5600.0      49.7883905325187
