# V (a.u.^3)  Helmholtz Free Energy (Ry.)
# T= 0.000000 K
  56.9560     -0.642148234
  56.3487     -0.610266742
  55.6738     -0.579228319
  55.0665     -0.548380458
  54.5266     -0.517183306
  53.9867     -0.486269043
  53.4469     -0.455422255
  52.9070     -0.424711150
# T= 3550.000000 K
  60.6676     -0.814669061
  59.8578     -0.782103356
  59.1155     -0.749081967
  58.3732     -0.716644968
  57.6308     -0.684567558
  56.9560     -0.652546626
  56.3487     -0.620646091
  55.6738     -0.589597294
  55.0665     -0.558740018
  54.5266     -0.527526790
  53.9867     -0.496597157
  53.4469     -0.465735346
  52.9070     -0.435009527
# T= 3600.000000 K
  60.6676     -0.825205510
  59.8578     -0.792615823
  59.1155     -0.759570828
  58.3732     -0.727111410
  57.6308     -0.695012834
  56.9560     -0.662971781
  56.3487     -0.631052203
  55.6738     -0.599993031
  55.0665     -0.569126341
  54.5266     -0.537897037
  53.9867     -0.506952033
  53.4469     -0.476075200
  52.9070     -0.445334667
# T= 3650.000000 K
  60.6676     -0.835768350
  59.8578     -0.803154681
  59.1155     -0.770086079
  58.3732     -0.737604243
  57.6308     -0.705484500
  56.9560     -0.673423326
  56.3487     -0.641484704
  55.6738     -0.610415158
  55.0665     -0.579539054
  54.5266     -0.548293673
  53.9867     -0.517333299
  53.4469     -0.486441444
  52.9070     -0.455686196
# T= 3700.000000 K
  60.6676     -0.846357218
  59.8578     -0.813719567
  59.1155     -0.780627359
  58.3732     -0.748123105
  57.6308     -0.715982195
  56.9560     -0.683900900
  56.3487     -0.651943235
  55.6738     -0.620863314
  55.0665     -0.589977796
  54.5266     -0.558716338
  53.9867     -0.527740594
  53.4469     -0.496833716
  52.9070     -0.466063755
# T= 3750.000000 K
  60.6676     -0.856971764
  59.8578     -0.824310130
  59.1155     -0.791194316
  58.3732     -0.758667643
  57.6308     -0.726505567
  56.9560     -0.694404151
  56.3487     -0.662427443
  55.6738     -0.631337147
  55.0665     -0.600442215
  54.5266     -0.569164681
  53.9867     -0.538173566
  53.4469     -0.507251666
  52.9070     -0.476466990
# T= 3800.000000 K
  60.6676     -0.867611645
  59.8578     -0.834926029
  59.1155     -0.801786607
  58.3732     -0.769237517
  57.6308     -0.737054274
